X1	X2	weight
65244	23023	15.8264733793318
11170	81786	14.6585862740442
7538	5129	14.4259789482036
159195	283131	12.9642120497585
65244	29993	12.1332562380811
219833	3162	12.0220385040309
159195	10501	11.7093338729079
1606	51313	11.7060311004415
65244	221504	11.2481038485565
8836	7173	11.0824583454819
8000	114801	10.8016693464232
113622	401944	10.7832492002388
23023	1524	10.7243950636644
9935	10793	10.3325279849992
8000	51363	10.2484631766321
4239	126364	10.0992924133768
4332	7173	9.98673633552899
159195	3162	9.94511391267886
219833	1296	9.71317535304977
247	10501	9.65613144319256
100507547	107987462	9.64097037950321
833	10501	9.34572348319141
101059938	65244	9.2865439519588
4239	2006	9.24723429739677
10517	401944	9.04981451491113
2215	10501	8.98994906191887
401944	79608	8.94081517249126
5551	3040	8.93775809095276
6440	401944	8.89023700306594
23308	100507547	8.85691381109184
53829	10501	8.81077607544565
1441	23023	8.73997516276247
401944	8515	8.73830104459809
29906	90627	8.61589965221517
11170	1524	8.50242064031277
219833	29780	8.48175164436536
7345	401944	8.33994641044961
4239	27232	8.28366610003993
5551	3045	8.26984134695254
5551	3043	8.24062004434043
219833	6688	8.17622160099916
5551	3039	8.16784254262957
4210	23023	8.14344783524098
7092	90627	8.09159020127157
5551	978	8.02326730263227
833	23023	7.99330223595749
1116	11170	7.98339143825356
5551	6439	7.9729796480264
247	23023	7.93775767314273
107987462	23023	7.8909821998782
3762	3162	7.84464157589292
2207	219833	7.83650749841289
4588	2348	7.70714029195647
3875	2335	7.58674306036355
90627	10993	7.39968025132207
55608	401944	7.37756635353089
128061	81849	7.37362525056112
113622	29780	7.25780640270362
113622	1116	7.21437161272739
4318	23023	7.21087699218877
58504	2885	7.20404549135794
80168	3162	7.174733945347
7130	23023	7.09538382342563
146556	7837	7.07114244853692
54843	25798	7.05767153375716
146556	150368	7.03360374614577
4588	26998	6.91203815938053
27243	2335	6.87571046750102
3489	170954	6.87541869375006
54843	247	6.7842795747891
4157	2	6.76316762651798
4696	3553	6.69860183161317
2289	2668	6.67039519593222
3553	53829	6.62360638049036
8637	83706	6.61517731765355
23129	3299	6.58794183225222
8637	2335	6.52607009992749
